DATE ADDED TO CATALOG	PUBMEDID	FIRST AUTHOR	DATE	JOURNAL	LINK	STUDY	DISEASE/TRAIT	INITIAL SAMPLE SIZE	REPLICATION SAMPLE SIZE	REGION	CHR_ID	CHR_POS	REPORTED GENE(S)	MAPPED_GENE	UPSTREAM_GENE_ID	DOWNSTREAM_GENE_ID	SNP_GENE_IDS	UPSTREAM_GENE_DISTANCE	DOWNSTREAM_GENE_DISTANCE	STRONGEST SNP-RISK ALLELE	SNPS	MERGED	SNP_ID_CURRENT	CONTEXT	INTERGENIC	RISK ALLELE FREQUENCY	P-VALUE	PVALUE_MLOG	P-VALUE (TEXT)	OR or BETA	95% CI (TEXT)	PLATFORM [SNPS PASSING QC]	CNV
2016-07-14	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxypropylmercapturic acid levels in smokers	362 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 438 European ancestry current smoker individuals, 449 Latino current smoker individuals, 704 Japanese ancestry current smoker individuals	NA	16p12.2	16	23738456	NR	ERN2 - CHP2	10595	63928		24956	16171	rs11642421-?	rs11642421	0	11642421	intergenic_variant	1	NR	1E-7	7.0	(Japanese)	0.5307	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N
2016-07-14	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxypropylmercapturic acid levels in smokers	362 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 438 European ancestry current smoker individuals, 449 Latino current smoker individuals, 704 Japanese ancestry current smoker individuals	NA	18q12.2	18	37727857	NR	LOC102724417			102724417			rs12458491-?	rs12458491	0	12458491	intergenic_variant	0	NR	2E-9	8.698970004336019	(Japanese)	0.8417	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N
2016-07-14	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxypropylmercapturic acid levels in smokers	362 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 438 European ancestry current smoker individuals, 449 Latino current smoker individuals, 704 Japanese ancestry current smoker individuals	NA	2q22.1	2	137168337	NR	THSD7B			80731			rs13019227-?	rs13019227	0	13019227	intron_variant	0	NR	3E-8	7.522878745280337	(Japanese)	0.7808	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N
2016-07-14	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxypropylmercapturic acid levels in smokers	362 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 438 European ancestry current smoker individuals, 449 Latino current smoker individuals, 704 Japanese ancestry current smoker individuals	NA	16p12.2	16	22939292	NR	HS3ST2 - USP31	9956	57478		22954	122115	rs138450362-?	rs138450362	0	138450362	intergenic_variant	1	NR	5E-8	7.301029995663981	(Japanese)	1.0668	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N
2016-07-14	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxypropylmercapturic acid levels in smokers	362 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 438 European ancestry current smoker individuals, 449 Latino current smoker individuals, 704 Japanese ancestry current smoker individuals	NA	13q21.33	13	70783858	NR	LOC105370255			105370255			rs139612726-?	rs139612726	0	139612726	intergenic_variant	0	NR	8E-8	7.096910013008056	(Japanese)	0.8006	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N
2016-07-14	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxypropylmercapturic acid levels in smokers	362 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 438 European ancestry current smoker individuals, 449 Latino current smoker individuals, 704 Japanese ancestry current smoker individuals	NA	3q23	3	139171721	NR	BPESC1 - PISRT1	60467	140464		46554	61271	rs140701484-?	rs140701484	0	140701484	intron_variant	1	NR	1E-8	8.0	(Japanese)	0.9447	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N
2016-07-14	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxypropylmercapturic acid levels in smokers	362 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 438 European ancestry current smoker individuals, 449 Latino current smoker individuals, 704 Japanese ancestry current smoker individuals	NA	12p13.33	12	691668	NR	LOC101929432, LOC105369597			101929432, 105369597			rs145863439-?	rs145863439	0	145863439	intergenic_variant	0	NR	2E-7	6.698970004336019	(Japanese)	0.9962	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N
2016-07-14	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxypropylmercapturic acid levels in smokers	362 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 438 European ancestry current smoker individuals, 449 Latino current smoker individuals, 704 Japanese ancestry current smoker individuals	NA	11p12	11	36769135	NR	LOC107984326			107984326			rs1474107-?	rs1474107	0	1474107	intergenic_variant	0	NR	5E-10	9.301029995663981	(Japanese)	1.0047	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N
2016-07-14	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxypropylmercapturic acid levels in smokers	362 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 438 European ancestry current smoker individuals, 449 Latino current smoker individuals, 704 Japanese ancestry current smoker individuals	NA	3q22.3	3	138783216	NR	PIK3CB			5291			rs149005978-?	rs149005978	0	149005978	intron_variant	0	NR	2E-11	10.698970004336019	(Japanese)	1.0831	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N
2016-07-14	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxypropylmercapturic acid levels in smokers	362 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 438 European ancestry current smoker individuals, 449 Latino current smoker individuals, 704 Japanese ancestry current smoker individuals	NA	11q12.1	11	59362639	NR	OR5BR1P - OR5AN1	81201	390195		28554	1820	rs149914843-?	rs149914843	0	149914843	upstream_gene_variant	1	NR	3E-9	8.522878745280337	(Japanese)	1.3074	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N
2016-07-14	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxypropylmercapturic acid levels in smokers	362 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 438 European ancestry current smoker individuals, 449 Latino current smoker individuals, 704 Japanese ancestry current smoker individuals	NA	18q12.2	18	37566243	NR	CELF4 - LOC107985118	56853	107985118		191	70961	rs150664883-?	rs150664883	0	150664883	upstream_gene_variant	1	NR	5E-9	8.301029995663981	(Japanese)	0.4318	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N
2016-07-14	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxypropylmercapturic acid levels in smokers	362 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 438 European ancestry current smoker individuals, 449 Latino current smoker individuals, 704 Japanese ancestry current smoker individuals	NA	14q13.1	14	33029670	NR	NPAS3			64067			rs17455969-?	rs17455969	0	17455969	intron_variant	0	NR	1E-7	7.0	(Japanese)	1.1128	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N
2016-07-14	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxypropylmercapturic acid levels in smokers	362 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 438 European ancestry current smoker individuals, 449 Latino current smoker individuals, 704 Japanese ancestry current smoker individuals	NA	13q12.3	13	30895528	NR	TEX26-AS1			100507064			rs17534004-?	rs17534004	0	17534004	intron_variant	0	NR	2E-8	7.698970004336019	(Japanese)	0.8173	[NR] unit increase	Illumina [up to 11892802] (imputed)	N
2016-07-14	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxypropylmercapturic acid levels in smokers	362 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 438 European ancestry current smoker individuals, 449 Latino current smoker individuals, 704 Japanese ancestry current smoker individuals	NA	3q25.33	3	159723391	NR	IQCJ-SCHIP1, SCHIP1			100505385, 29970			rs17807116-?	rs17807116	0	17807116	intron_variant	0	NR	2E-8	7.698970004336019	(Japanese)	1.0307	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N
2016-07-14	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxypropylmercapturic acid levels in smokers	362 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 438 European ancestry current smoker individuals, 449 Latino current smoker individuals, 704 Japanese ancestry current smoker individuals	NA	11q12.3	11	62374219	NR	ASRGL1			80150			rs184485201-?	rs184485201	0	184485201	intron_variant	0	NR	2E-7	6.698970004336019	(Japanese)	0.9188	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N
2016-07-14	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxypropylmercapturic acid levels in smokers	362 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 438 European ancestry current smoker individuals, 449 Latino current smoker individuals, 704 Japanese ancestry current smoker individuals	NA	19p13.2	19	11623811	NR	VN2R12P - ZNF887P	100033400	100419709		2587	24537	rs187568415-?	rs187568415	0	187568415	downstream_gene_variant	1	NR	2E-8	7.698970004336019	(Japanese)	0.9328	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N
2016-07-14	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxypropylmercapturic acid levels in smokers	362 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 438 European ancestry current smoker individuals, 449 Latino current smoker individuals, 704 Japanese ancestry current smoker individuals	NA	11q12.3	11	62196458	NR	SCGB1D1 - SCGB2A1	10648	4246		2921	12210	rs189478926-?	rs189478926	0	189478926	downstream_gene_variant	1	NR	5E-9	8.301029995663981	(Japanese)	0.8474	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N
2016-07-14	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxypropylmercapturic acid levels in smokers	362 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 438 European ancestry current smoker individuals, 449 Latino current smoker individuals, 704 Japanese ancestry current smoker individuals	NA	20p13	20	552161	NR	CSNK2A1 - TCF15	1457	6939		8323	51832	rs204664-?	rs204664	0	204664	intergenic_variant	1	NR	9E-8	7.045757490560675	(Japanese)	0.5462	[NR] unit increase	Illumina [up to 11892802] (imputed)	N
2016-07-14	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxypropylmercapturic acid levels in smokers	362 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 438 European ancestry current smoker individuals, 449 Latino current smoker individuals, 704 Japanese ancestry current smoker individuals	NA	18q12.2	18	37505770	NR	CELF4			56853			rs41475954-?	rs41475954	0	41475954	intron_variant	0	NR	4E-9	8.397940008672037	(Japanese)	0.6178	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N
2016-07-14	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxypropylmercapturic acid levels in smokers	362 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 438 European ancestry current smoker individuals, 449 Latino current smoker individuals, 704 Japanese ancestry current smoker individuals	NA	13q32.3	13	100082270	NR	ASNSP3 - LOC105370333	100423061	105370333		18653	3761	rs59876823-?	rs59876823	0	59876823	downstream_gene_variant	1	NR	7E-9	8.154901959985743	(Japanese)	0.9446	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N
2016-07-14	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxypropylmercapturic acid levels in smokers	362 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 438 European ancestry current smoker individuals, 449 Latino current smoker individuals, 704 Japanese ancestry current smoker individuals	NA	8p12	8	31469533	NR	LOC101929492 - LOC105379360	101929492	105379360		68410	66141	rs7004520-?	rs7004520	0	7004520	intergenic_variant	1	NR	2E-7	6.698970004336019	(Japanese)	0.5201	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N
2016-07-14	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxypropylmercapturic acid levels in smokers	362 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 438 European ancestry current smoker individuals, 449 Latino current smoker individuals, 704 Japanese ancestry current smoker individuals	NA	15q15.1	15	42040418	NR	PLA2G4E			123745			rs7172971-?	rs7172971	0	7172971	intron_variant	0	NR	1E-8	8.0	(Japanese)	0.8034	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N
2016-07-14	26053186	Park SL	2015-06-08	PLoS One	www.ncbi.nlm.nih.gov/pubmed/26053186	Mercapturic Acids Derived from the Toxicants Acrolein and Crotonaldehyde in the Urine of Cigarette Smokers from Five Ethnic Groups with Differing Risks for Lung Cancer.	3-hydroxypropylmercapturic acid levels in smokers	362 African American current smoker individuals, 329 Native Hawaiian ancestry current smoker individuals, 438 European ancestry current smoker individuals, 449 Latino current smoker individuals, 704 Japanese ancestry current smoker individuals	NA	16p12.2	16	23050620	NR	HS3ST2 - USP31	9956	57478		134282	10787	rs72772480-?	rs72772480	0	72772480	intergenic_variant	1	NR	2E-7	6.698970004336019	(Japanese)	0.6071	[NR] unit decrease	Illumina [up to 11892802] (imputed)	N
